"Data;Último;Var%";
"28.3.2022;118.738;-0,29%";
"28.3.2019;94.389;2,71%";
"28.3.2018;83.874;0,08%";
"28.3.2017;64.640;0,52%";
"28.3.2016;50.838;2,38%";
"28.3.2014;49.768;0,24%";
"28.3.2013;56.352;0,57%";
"28.3.2012;65.079;-1,45%";
"28.3.2011;67.193;-0,85%";
"28.3.2008;60.452;-0,51%";
"28.3.2007;44.484;-1,6%";
"28.3.2006;36.682;-2,55%";
"28.3.2005;26.257;-1,67%";
"28.3.2003;11.396;1,45%";
"28.3.2002;13.255;-1,27%";
"28.3.2001;14.632;-1,37%";
"28.3.2000;18.338;-3,23%";
"28.3.1996;4.980;-1,19%";
"28.3.1995;3.256;-3,44%";
"28.2.2023;104.932;-0,74%";
"28.2.2020;104.172;1,15%";
"28.2.2019;95.584;-1,77%";
"28.2.2018;85.354;-1,82%";
"28.2.2014;47.094;-1,08%";
"28.2.2013;57.424;0,26%";
"28.2.2012;65.959;1,1%";
"28.2.2011;67.383;0,72%";
"28.2.2008;65.555;0,09%";
"28.2.2007;43.892;1,73%";
"28.2.2005;28.139;-1,01%";
"28.2.2003;10.281;1,29%";
"28.2.2002;14.033;-1,26%";
"28.2.2001;15.891;-1,65%";
"28.2.2000;17.543;-1,37%";
"28.2.1997;8.829;0,59%";
"28.2.1996;5.199;0,12%";
"28.1.2022;111.910;-0,62%";
"28.1.2021;118.883;2,59%";
"28.1.2020;116.479;1,74%";
"28.1.2019;95.444;-2,29%";
"28.1.2016;38.630;0,66%";
"28.1.2015;47.695;-1,84%";
"28.1.2014;47.841;0,29%";
"28.1.2013;60.027;-1,87%";
"28.1.2011;66.698;-1,99%";
"28.1.2010;65.588;0,8%";
"28.1.2009;40.227;3,95%";
"28.1.2008;58.594;1,97%";
"28.1.2005;23.968;-0,26%";
"28.1.2004;23.852;-1,54%";
"28.1.2003;10.517;-0,12%";
"28.1.2002;13.002;-1,22%";
"28.1.2000;16.734;-2,03%";
"28.1.1999;7.987;3,9%";
"28.1.1998;9.773;1,26%";
"28.1.1997;7.850;1,17%";
"27.12.2022;108.578;-0,15%";
"27.12.2021;105.554;0,63%";
"27.12.2019;116.534;-0,57%";
"27.12.2018;85.460;0,38%";
"27.12.2017;76.073;0,48%";
"27.12.2016;58.697;0,13%";
"27.12.2013;51.267;0,09%";
"27.12.2012;60.416;-0,89%";
"27.12.2011;58.005;0,58%";
"27.12.2010;67.803;-1%";
"27.12.2007;63.774;-0,8%";
"27.12.2006;44.526;2,12%";
"27.12.2005;33.371;0,22%";
"27.12.2004;25.937;0,23%";
"27.12.2002;11.234;-0,74%";
"27.12.2001;13.756;2,98%";
"27.12.2000;15.186;2,64%";
"27.12.1999;16.011;0,36%";
"27.12.1996;7.007;0,7%";
"27.12.1995;4.346;-0,41%";
"27.11.2023;125.731;0,17%";
"27.11.2020;110.575;0,32%";
"27.11.2019;107.708;0,61%";
"27.11.2018;87.891;2,74%";
"27.11.2017;74.059;-0,13%";
"27.11.2015;45.873;-2,7%";
"27.11.2014;54.721;-0,68%";
"27.11.2013;51.861;0,8%";
"27.11.2012;56.248;-0,86%";
"27.11.2009;67.082;1,04%";
"27.11.2008;36.213;-0,7%";
"27.11.2007;59.432;0,61%";
"27.11.2006;40.915;-2,02%";
"27.11.2003;19.961;1,35%";
"27.11.2002;10.226;0,93%";
"27.11.2001;13.603;-1,14%";
"27.11.2000;14.008;-2,29%";
"27.11.1998;9.094;1,56%";
"27.11.1997;9.619;2,62%";
"27.11.1996;6.592;-0,6%";
"27.11.1995;4.105;0,56%";
"27.10.2023;113.301;-1,29%";
"27.10.2022;114.641;1,66%";
"27.10.2021;106.363;-0,05%";
"27.10.2020;99.606;-1,4%";
"27.10.2017;75.976;0,11%";
"27.10.2016;64.250;0,66%";
"27.10.2015;47.043;-0,35%";
"27.10.2014;50.504;-2,77%";
"27.10.2011;59.270;3,72%";
"27.10.2010;70.569;-0,24%";
"27.10.2009;63.161;-2,96%";
"27.10.2008;29.435;-6,5%";
"27.10.2006;39.328;-0,8%";
"27.10.2005;29.133;-2,01%";
"27.10.2004;23.171;1,41%";
"27.10.2003;17.750;-0,36%";
"27.10.2000;14.692;3,3%";
"27.10.1999;11.531;0,53%";
"27.10.1998;6.869;-1,48%";
"27.10.1997;9.817;-14,97%";
"27.10.1995;4.141;2%";
"27.9.2023;114.327;0,12%";
"27.9.2022;108.376;-0,68%";
"27.9.2021;113.583;0,26%";
"27.9.2019;105.078;-0,23%";
"27.9.2018;80.000;1,71%";
"27.9.2017;73.797;-0,7%";
"27.9.2016;58.382;0,56%";
"27.9.2013;53.739;-0,08%";
"27.9.2012;60.240;-0,39%";
"27.9.2011;53.920;0,32%";
"27.9.2010;68.816;0,91%";
"27.9.2007;61.052;2,24%";
"27.9.2006;36.106;0,8%";
"27.9.2005;30.875;-0,85%";
"27.9.2004;22.834;-0,6%";
"27.9.2002;8.716;-5,25%";
"27.9.2001;10.405;3,99%";
"27.9.2000;15.848;-2,5%";
"27.9.1999;11.542;0,08%";
"27.9.1996;6.459;-1,18%";
"27.9.1995;4.548;0,09%";
"27.8.2021;120.678;1,65%";
"27.8.2020;100.624;0%";
"27.8.2019;97.276;0,88%";
"27.8.2018;77.930;2,19%";
"27.8.2015;47.715;3,64%";
"27.8.2014;60.951;1,89%";
"27.8.2013;50.092;-2,6%";
"27.8.2012;58.111;-0,54%";
"27.8.2010;65.585;2,69%";
"27.8.2009;57.704;-0,11%";
"27.8.2008;55.519;2,13%";
"27.8.2007;53.078;0,15%";
"27.8.2004;22.597;0,07%";
"27.8.2003;15.143;1,78%";
"27.8.2002;10.372;2,71%";
"27.8.2001;12.996;-0,04%";
"27.8.1999;10.545;0,47%";
"27.8.1998;6.617;-9,95%";
"27.8.1997;11.719;0,8%";
"27.8.1996;6.126;1,63%";
"27.7.2023;119.990;-2,1%";
"27.7.2022;101.438;1,67%";
"27.7.2021;124.612;-1,1%";
"27.7.2020;104.477;2,05%";
"27.7.2018;79.866;0,58%";
"27.7.2017;65.277;0,41%";
"27.7.2016;56.853;0,12%";
"27.7.2015;48.736;-1,04%";
"27.7.2012;56.553;4,72%";
"27.7.2011;58.288;-1,77%";
"27.7.2010;66.674;0,35%";
"27.7.2009;54.549;0,17%";
"27.7.2007;52.922;-1,8%";
"27.7.2006;36.888;0,8%";
"27.7.2005;25.338;1,89%";
"27.7.2004;21.737;1,97%";
"27.7.2001;13.910;0,72%";
"27.7.2000;16.949;-1%";
"27.7.1999;10.735;0,56%";
"27.7.1998;10.564;-0,1%";
"27.7.1995;3.913;0,88%";
"27.6.2023;117.523;-0,61%";
"27.6.2022;100.764;2,12%";
"27.6.2019;100.724;0,03%";
"27.6.2018;70.609;-1,11%";
"27.6.2017;61.675;-0,82%";
"27.6.2016;49.246;-1,71%";
"27.6.2014;53.157;-0,65%";
"27.6.2013;47.609;0,93%";
"27.6.2012;53.109;-1,35%";
"27.6.2011;61.217;0,33%";
"27.6.2008;64.321;0,58%";
"27.6.2007;54.143;0,54%";
"27.6.2006;34.376;-0,74%";
"27.6.2005;25.226;1,24%";
"27.6.2003;13.024;-0,67%";
"27.6.2002;11.013;3,01%";
"27.6.2001;14.308;-1,05%";
"27.6.2000;16.513;-1,39%";
"27.6.1997;12.757;-0,91%";
"27.6.1996;6.182;-0,72%";
"27.6.1995;3.661;3,51%";
"27.5.2022;111.942;0,05%";
"27.5.2021;124.367;0,3%";
"27.5.2020;87.946;2,9%";
"27.5.2019;94.864;1,32%";
"27.5.2016;49.051;-0,87%";
"27.5.2015;54.236;1,13%";
"27.5.2014;52.174;-1,43%";
"27.5.2013;56.396;-0,02%";
"27.5.2011;64.295;0,31%";
"27.5.2010;62.092;3,16%";
"27.5.2009;51.792;-0,09%";
"27.5.2008;70.992;-0,89%";
"27.5.2005;25.255;3,17%";
"27.5.2004;19.734;3,49%";
"27.5.2003;13.246;3,07%";
"27.5.2002;12.698;0,99%";
"27.5.1999;10.937;-2,74%";
"27.5.1998;9.748;3,31%";
"27.5.1997;11.133;1,57%";
"27.5.1996;5.628;0,48%";
"27.4.2023;102.923;0,6%";
"27.4.2022;109.349;1,05%";
"27.4.2021;119.388;-1%";
"27.4.2020;78.239;3,86%";
"27.4.2018;86.445;0,07%";
"27.4.2017;64.677;-0,29%";
"27.4.2016;54.478;2,63%";
"27.4.2015;55.534;-1,87%";
"27.4.2012;61.691;-0,82%";
"27.4.2011;66.264;-1,31%";
"27.4.2010;66.511;-3,43%";
"27.4.2009;45.820;-2,04%";
"27.4.2007;49.230;0,33%";
"27.4.2006;39.751;-1,63%";
"27.4.2005;25.242;-0,25%";
"27.4.2004;21.317;-0,03%";
"27.4.2001;14.928;1,16%";
"27.4.2000;15.440;-0,04%";
"27.4.1999;10.885;0,81%";
"27.4.1998;11.057;-5,72%";
"27.4.1995;3.851;0,65%";
"27.3.2023;99.670;0,85%";
"27.3.2020;73.429;-5,51%";
"27.3.2019;91.903;-3,57%";
"27.3.2018;83.808;-1,5%";
"27.3.2017;64.308;0,71%";
"27.3.2015;50.095;-0,96%";
"27.3.2014;49.647;3,5%";
"27.3.2013;56.034;0,65%";
"27.3.2012;66.037;-0,97%";
"27.3.2009;41.907;-1,6%";
"27.3.2008;60.762;-1,06%";
"27.3.2007;45.207;-0,96%";
"27.3.2006;37.641;0,17%";
"27.3.2003;11.233;0,24%";
"27.3.2002;13.425;-1,07%";
"27.3.2001;14.835;0,84%";
"27.3.2000;18.951;1,48%";
"27.3.1998;11.900;-0,38%";
"27.3.1996;5.040;1,16%";
"27.3.1995;3.372;0,33%";
"27.2.2023;105.711;-0,08%";
"27.2.2020;102.984;-2,59%";
"27.2.2019;97.307;-0,3%";
"27.2.2018;86.935;-0,82%";
"27.2.2015;51.583;-0,34%";
"27.2.2014;47.607;2,16%";
"27.2.2013;57.274;0,57%";
"27.2.2012;65.241;-1,06%";
"27.2.2009;38.183;0,01%";
"27.2.2008;65.495;0,48%";
"27.2.2007;43.145;-6,63%";
"27.2.2004;21.755;1,42%";
"27.2.2003;10.150;1,55%";
"27.2.2002;14.212;1,78%";
"27.2.1998;10.571;0,13%";
"27.2.1997;8.777;-1,69%";
"27.2.1996;5.193;-0,99%";
"27.1.2023;112.316;-1,63%";
"27.1.2022;112.612;1,19%";
"27.1.2021;115.882;-0,5%";
"27.1.2020;114.482;-3,29%";
"27.1.2017;66.034;-0,24%";
"27.1.2016;38.376;2,34%";
"27.1.2015;48.591;0,03%";
"27.1.2014;47.701;-0,18%";
"27.1.2012;62.904;-0,08%";
"27.1.2011;68.051;-0,96%";
"27.1.2010;65.070;-0,69%";
"27.1.2009;38.699;0,49%";
"27.1.2006;37.822;-0,51%";
"27.1.2005;24.030;-2,04%";
"27.1.2004;24.226;-0,51%";
"27.1.2003;10.530;-2,36%";
"27.1.2000;17.081;-0,14%";
"27.1.1999;7.687;0,55%";
"27.1.1998;9.651;1,45%";
"27.1.1997;7.759;-0,01%";
"27.1.1995;3.784;-3,64%";
"26.12.2022;108.738;-0,87%";
"26.12.2019;117.203;1,16%";
"26.12.2018;85.136;-0,65%";
"26.12.2017;75.708;0,69%";
"26.12.2016;58.620;1,18%";
"26.12.2014;50.145;-1,46%";
"26.12.2013;51.221;-0,26%";
"26.12.2012;60.960;-0,08%";
"26.12.2011;57.669;-0,06%";
"26.12.2008;36.864;1,08%";
"26.12.2007;64.288;1,89%";
"26.12.2006;43.603;0,57%";
"26.12.2005;33.298;-0,1%";
"26.12.2003;21.807;0,55%";
"26.12.2002;11.318;-1,33%";
"26.12.2001;13.358;-0,08%";
"26.12.2000;14.795;0,98%";
"26.12.1997;9.795;2,52%";
"26.12.1996;6.958;0,65%";
"26.12.1995;4.364;0,48%";
"26.11.2021;102.224;-3,39%";
"26.11.2020;110.227;0,09%";
"26.11.2019;107.059;-1,26%";
"26.11.2018;85.547;-0,79%";
"26.11.2015;47.146;0,6%";
"26.11.2014;55.098;-0,83%";
"26.11.2013;51.447;-1,56%";
"26.11.2012;56.737;-1,45%";
"26.11.2010;68.226;-1,64%";
"26.11.2009;66.392;-2,25%";
"26.11.2008;36.470;4,76%";
"26.11.2007;59.069;-3,12%";
"26.11.2004;24.998;0,53%";
"26.11.2003;19.695;-0,58%";
"26.11.2002;10.132;-1,11%";
"26.11.2001;13.760;2,5%";
"26.11.1999;13.888;2,6%";
"26.11.1998;8.954;0,49%";
"26.11.1997;9.373;2,43%";
"26.11.1996;6.632;-0,26%";
"26.10.2023;114.777;1,73%";
"26.10.2022;112.764;-1,62%";
"26.10.2021;106.420;-2,11%";
"26.10.2020;101.017;-0,24%";
"26.10.2018;85.720;1,95%";
"26.10.2017;75.896;-1,01%";
"26.10.2016;63.826;-0,06%";
"26.10.2015;47.209;-0,82%";
"26.10.2012;57.277;-0,97%";
"26.10.2011;57.144;1,52%";
"26.10.2010;70.740;1,67%";
"26.10.2009;65.086;0,04%";
"26.10.2007;64.276;3,1%";
"26.10.2006;39.645;0,21%";
"26.10.2005;29.730;0,79%";
"26.10.2004;22.849;1,09%";
"26.10.2001;11.781;0,49%";
"26.10.2000;14.223;4,08%";
"26.10.1999;11.470;0,67%";
"26.10.1998;6.972;-4,13%";
"26.10.1995;4.060;-6,54%";
"26.9.2023;114.193;-1,49%";
"26.9.2022;109.114;-2,33%";
"26.9.2019;105.319;0,8%";
"26.9.2018;78.656;0,03%";
"26.9.2017;74.319;-0,17%";
"26.9.2016;58.054;-1,1%";
"26.9.2014;57.212;2,23%";
"26.9.2013;53.783;-0,88%";
"26.9.2012;60.478;-0,04%";
"26.9.2011;53.748;0,97%";
"26.9.2008;50.783;-2,02%";
"26.9.2007;59.715;1,46%";
"26.9.2006;35.819;2,42%";
"26.9.2005;31.141;-0,49%";
"26.9.2003;15.811;0,03%";
"26.9.2002;9.199;-0,31%";
"26.9.2001;10.006;-2,18%";
"26.9.2000;16.255;-0,39%";
"26.9.1997;11.534;1,31%";
"26.9.1996;6.536;0,34%";
"26.9.1995;4.544;-0,76%";
"26.8.2022;112.299;-1,09%";
"26.8.2021;118.724;-1,73%";
"26.8.2020;100.627;-1,46%";
"26.8.2019;96.430;-1,27%";
"26.8.2016;57.716;-0,01%";
"26.8.2015;46.038;3,35%";
"26.8.2014;59.821;0,14%";
"26.8.2013;51.429;-1,47%";
"26.8.2011;53.351;0,75%";
"26.8.2010;63.867;-1,44%";
"26.8.2009;57.766;0,6%";
"26.8.2008;54.359;-0,22%";
"26.8.2005;27.095;-1,12%";
"26.8.2004;22.582;-2,06%";
"26.8.2003;14.878;2,8%";
"26.8.2002;10.098;4,36%";
"26.8.1999;10.496;-1,45%";
"26.8.1998;7.348;-3,92%";
"26.8.1997;11.626;1,79%";
"26.8.1996;6.028;-2,82%";
"26.7.2023;122.560;0,45%";
"26.7.2022;99.772;-0,5%";
"26.7.2021;126.004;0,76%";
"26.7.2019;102.819;0,16%";
"26.7.2018;79.405;-1,01%";
"26.7.2017;65.011;-1%";
"26.7.2016;56.783;-0,16%";
"26.7.2013;49.422;0,72%";
"26.7.2012;54.003;2,65%";
"26.7.2011;59.340;-1,05%";
"26.7.2010;66.443;0,18%";
"26.7.2007;53.893;-3,76%";
"26.7.2006;36.594;-0,24%";
"26.7.2005;24.868;1,37%";
"26.7.2004;21.318;-1,26%";
"26.7.2002;9.217;-4,65%";
"26.7.2001;13.810;-1,05%";
"26.7.2000;17.121;0,42%";
"26.7.1999;10.675;-2,86%";
"26.7.1996;5.968;-2,1%";
"26.7.1995;3.879;-1%";
"26.6.2023;118.243;-0,62%";
"26.6.2020;93.834;-2,24%";
"26.6.2019;100.689;0,6%";
"26.6.2018;71.405;0,64%";
"26.6.2017;62.188;1,8%";
"26.6.2015;54.017;1,58%";
"26.6.2014;53.507;0,15%";
"26.6.2013;47.172;0,59%";
"26.6.2012;53.837;0,06%";
"26.6.2009;51.486;-0,06%";
"26.6.2008;63.947;-2,89%";
"26.6.2007;53.852;-0,35%";
"26.6.2006;34.631;-0,09%";
"26.6.2003;13.112;0,66%";
"26.6.2002;10.691;-0,14%";
"26.6.2001;14.460;-0,55%";
"26.6.2000;16.745;-1,37%";
"26.6.1998;9.464;-0,66%";
"26.6.1997;12.874;-1,37%";
"26.6.1996;6.227;2,38%";
"26.6.1995;3.537;-1,37%";
"26.5.2023;110.906;0,77%";
"26.5.2022;111.890;1,18%";
"26.5.2021;123.989;0,81%";
"26.5.2020;85.469;-0,23%";
"26.5.2017;64.085;1,36%";
"26.5.2015;53.630;-1,79%";
"26.5.2014;52.933;0,58%";
"26.5.2011;64.099;1,12%";
"26.5.2010;60.190;1,7%";
"26.5.2009;51.841;2,02%";
"26.5.2008;71.629;0,25%";
"26.5.2006;38.630;2,82%";
"26.5.2004;19.069;1,11%";
"26.5.2003;12.852;-2,21%";
"26.5.2000;14.542;2,51%";
"26.5.1999;11.245;6,06%";
"26.5.1998;9.436;-5,78%";
"26.5.1997;10.961;1,83%";
"26.5.1995;3.905;-2,84%";
"26.4.2023;102.312;-0,88%";
"26.4.2022;108.213;-2,23%";
"26.4.2021;120.595;0,05%";
"26.4.2019;96.236;-0,33%";
"26.4.2018;86.383;1,57%";
"26.4.2017;64.862;-0,44%";
"26.4.2016;53.083;2,35%";
"26.4.2013;54.252;-1,29%";
"26.4.2012;62.198;0,73%";
"26.4.2011;67.144;0,26%";
"26.4.2010;68.872;-0,92%";
"26.4.2007;49.068;-1,22%";
"26.4.2006;40.410;1,69%";
"26.4.2005;25.305;0,29%";
"26.4.2004;21.324;-1,23%";
"26.4.2002;13.076;-1,48%";
"26.4.2001;14.757;4,19%";
"26.4.2000;15.446;0,29%";
"26.4.1999;10.798;-2,12%";
"26.4.1996;5.143;0,41%";
"26.4.1995;3.826;3,43%";
"26.3.2021;114.781;0,91%";
"26.3.2020;77.710;3,67%";
"26.3.2019;95.307;1,76%";
"26.3.2018;85.088;0,84%";
"26.3.2015;50.580;-2,46%";
"26.3.2014;47.966;-0,44%";
"26.3.2013;55.671;1,45%";
"26.3.2012;66.685;1,32%";
"26.3.2010;68.683;0,35%";
"26.3.2009;42.589;1,89%";
"26.3.2008;61.415;0,3%";
"26.3.2007;45.645;0,25%";
"26.3.2004;21.541;2,58%";
"26.3.2003;11.206;-0,23%";
"26.3.2002;13.570;2,2%";
"26.3.2001;14.712;1,92%";
"26.3.1999;10.865;-0,66%";
"26.3.1998;11.945;1,61%";
"26.3.1997;9.272;-1,15%";
"26.3.1996;4.982;-0,99%";
"26.2.2021;110.035;-1,98%";
"26.2.2020;105.718;-7%";
"26.2.2019;97.602;0,37%";
"26.2.2018;87.653;0,41%";
"26.2.2016;41.593;-0,7%";
"26.2.2015;51.761;-0,1%";
"26.2.2014;46.599;-0,25%";
"26.2.2013;56.949;0,58%";
"26.2.2010;66.503;0,58%";
"26.2.2009;38.180;-0,14%";
"26.2.2008;65.183;0,28%";
"26.2.2007;46.207;0,42%";
"26.2.2004;21.450;-0,74%";
"26.2.2003;9.995;-1,93%";
"26.2.2002;13.964;-0,1%";
"26.2.1999;8.911;2,73%";
"26.2.1998;10.557;0,1%";
"26.2.1997;8.928;-2,42%";
"26.2.1996;5.245;-0,55%";
"26.1.2023;114.178;-0,08%";
"26.1.2022;111.289;0,98%";
"26.1.2021;116.464;-0,78%";
"26.1.2018;85.531;2,21%";
"26.1.2017;66.191;0,53%";
"26.1.2016;37.497;-1,4%";
"26.1.2015;48.577;-0,41%";
"26.1.2012;62.953;0,75%";
"26.1.2011;68.709;-1,03%";
"26.1.2010;65.524;-1,05%";
"26.1.2009;38.509;0,99%";
"26.1.2007;44.412;-0,62%";
"26.1.2006;38.014;1,64%";
"26.1.2005;24.530;1,37%";
"26.1.2004;24.350;3,75%";
"26.1.2001;17.889;0,66%";
"26.1.2000;17.105;0,78%";
"26.1.1999;7.645;6,33%";
"26.1.1998;9.513;0,48%";
"26.1.1996;4.908;-0,75%";
"26.1.1995;3.927;2,27%";
"25.11.2022;108.977;-2,55%";
"25.11.2021;105.811;1,24%";
"25.11.2020;110.133;0,32%";
"25.11.2019;108.424;-0,25%";
"25.11.2016;61.559;0,27%";
"25.11.2015;46.867;-2,93%";
"25.11.2014;55.561;0,28%";
"25.11.2013;52.264;-1,02%";
"25.11.2011;54.894;-0,7%";
"25.11.2010;69.362;-0,38%";
"25.11.2009;67.917;0,89%";
"25.11.2008;34.813;1,83%";
"25.11.2005;31.920;-0,08%";
"25.11.2004;24.867;2,05%";
"25.11.2003;19.810;0,6%";
"25.11.2002;10.246;-1,52%";
"25.11.1999;13.536;1,07%";
"25.11.1998;8.910;3,52%";
"25.11.1997;9.151;0,89%";
"25.11.1996;6.649;0,06%";
"25.10.2023;112.830;-0,82%";
"25.10.2022;114.626;-1,2%";
"25.10.2021;108.715;2,28%";
"25.10.2019;107.364;0,35%";
"25.10.2018;84.084;1,23%";
"25.10.2017;76.671;0,42%";
"25.10.2016;63.866;-0,3%";
"25.10.2013;54.154;-1,32%";
"25.10.2012;57.837;1,18%";
"25.10.2011;56.286;-1,07%";
"25.10.2010;69.580;0,07%";
"25.10.2007;62.341;-0,45%";
"25.10.2006;39.563;0,16%";
"25.10.2005;29.498;-1,13%";
"25.10.2004;22.603;-0,58%";
"25.10.2002;10.015;2,2%";
"25.10.2001;11.724;2,23%";
"25.10.2000;13.665;-0,97%";
"25.10.1999;11.394;-0,58%";
"25.10.1996;6.503;-1,31%";
"25.10.1995;4.344;-4,06%";
"25.9.2023;115.925;-0,07%";
"25.9.2020;96.999;-0,01%";
"25.9.2019;104.481;0,58%";
"25.9.2018;78.630;0,83%";
"25.9.2017;74.443;-1,26%";
"25.9.2015;44.831;-1,02%";
"25.9.2014;55.962;-1,52%";
"25.9.2013;54.261;-0,31%";
"25.9.2012;60.501;-2,28%";
"25.9.2009;60.356;0,52%";
"25.9.2008;51.828;3,98%";
"25.9.2007;58.858;0,24%";
"25.9.2006;34.973;0,5%";
"25.9.2003;15.806;-1,57%";
"25.9.2002;9.228;0,87%";
"25.9.2001;10.229;-2,89%";
"25.9.2000;16.319;-0,21%";
"25.9.1998;6.712;-1,93%";
"25.9.1997;11.385;-0,84%";
"25.9.1996;6.514;-0,66%";
"25.9.1995;4.579;-2,03%";
"25.8.2023;115.837;-1,02%";
"25.8.2022;113.532;0,56%";
"25.8.2021;120.818;0,5%";
"25.8.2020;102.118;-0,18%";
"25.8.2017;71.074;-0,08%";
"25.8.2016;57.722;0,01%";
"25.8.2015;44.545;0,47%";
"25.8.2014;59.735;2,27%";
"25.8.2011;52.953;-1,57%";
"25.8.2010;64.803;-0,54%";
"25.8.2009;57.421;-0,61%";
"25.8.2008;54.477;-2,46%";
"25.8.2006;35.958;0,45%";
"25.8.2005;27.402;2,58%";
"25.8.2004;23.058;0,82%";
"25.8.2003;14.473;-0,96%";
"25.8.2000;17.643;1,92%";
"25.8.1999;10.650;3,26%";
"25.8.1998;7.648;-0,09%";
"25.8.1997;11.422;2,37%";
"25.8.1995;4.459;0,31%";
"25.7.2023;122.008;0,55%";
"25.7.2022;100.270;1,36%";
"25.7.2019;102.655;-1,41%";
"25.7.2018;80.218;1,34%";
"25.7.2017;65.668;0,87%";
"25.7.2016;56.873;-0,23%";
"25.7.2014;57.821;-0,27%";
"25.7.2013;49.067;1,43%";
"25.7.2012;52.608;-0,06%";
"25.7.2011;59.971;-0,5%";
"25.7.2008;57.199;-0,41%";
"25.7.2007;56.001;0,37%";
"25.7.2006;36.681;1,26%";
"25.7.2005;24.531;-3,39%";
"25.7.2003;13.750;-0,08%";
"25.7.2002;9.666;-2,73%";
"25.7.2001;13.956;1,59%";
"25.7.2000;17.049;-1,94%";
"25.7.1997;12.523;-0,01%";
"25.7.1996;6.096;0,74%";
"25.7.1995;3.918;0,46%";
"25.6.2021;127.256;-1,74%";
"25.6.2020;95.983;1,7%";
"25.6.2019;100.093;-1,93%";
"25.6.2018;70.953;0,44%";
"25.6.2015;53.176;-1,24%";
"25.6.2014;53.426;-1,58%";
"25.6.2013;46.893;2,02%";
"25.6.2012;53.805;-2,95%";
"25.6.2010;64.824;1,39%";
"25.6.2009;51.515;3,71%";
"25.6.2008;65.853;2,63%";
"25.6.2007;54.042;-0,41%";
"25.6.2004;20.750;0,2%";
"25.6.2003;13.026;-0,63%";
"25.6.2002;10.706;-0,49%";
"25.6.2001;14.540;-0,97%";
"25.6.1999;11.220;-1,85%";
"25.6.1998;9.527;-3,19%";
"25.6.1997;13.053;3,7%";
"25.6.1996;6.082;-1,93%";
"25.5.2023;110.054;1,15%";
"25.5.2022;110.580;0%";
"25.5.2021;122.988;-0,84%";
"25.5.2020;85.663;4,25%";
"25.5.2018;78.898;-1,53%";
"25.5.2017;63.227;-0,05%";
"25.5.2016;49.483;0,28%";
"25.5.2015;54.609;0,43%";
"25.5.2012;54.463;0,74%";
"25.5.2011;63.388;0,08%";
"25.5.2010;59.184;-1,22%";
"25.5.2009;50.816;0,49%";
"25.5.2007;51.618;2,15%";
"25.5.2006;37.569;4,96%";
"25.5.2005;24.478;-0,27%";
"25.5.2004;18.860;1,02%";
"25.5.2001;14.310;-1,47%";
"25.5.2000;14.186;0,14%";
"25.5.1999;10.602;-4,96%";
"25.5.1998;10.015;-2,2%";
"25.5.1995;4.019;-1,98%";
"25.4.2023;103.220;-0,7%";
"25.4.2022;110.685;-0,35%";
"25.4.2019;96.552;1,59%";
"25.4.2018;85.044;-0,5%";
"25.4.2017;65.148;1,18%";
"25.4.2016;51.862;-1,98%";
"25.4.2014;51.399;-0,81%";
"25.4.2013;54.963;-0,04%";
"25.4.2012;61.750;-0,36%";
"25.4.2011;66.972;-0,13%";
"25.4.2008;65.187;0,95%";
"25.4.2007;49.676;1,23%";
"25.4.2006;39.738;-0,03%";
"25.4.2005;25.232;1,88%";
"25.4.2003;12.126;0,05%";
"25.4.2002;13.273;-0,81%";
"25.4.2001;14.163;0,68%";
"25.4.2000;15.401;4,1%";
"25.4.1997;9.732;0,24%";
"25.4.1996;5.122;1,49%";
"25.4.1995;3.699;5,29%";
"25.3.2022;119.081;0,02%";
"25.3.2021;113.750;1,5%";
"25.3.2020;74.956;7,5%";
"25.3.2019;93.662;-0,08%";
"25.3.2015;51.858;0,68%";
"25.3.2014;48.180;0,39%";
"25.3.2013;54.873;-0,67%";
"25.3.2011;67.766;0,35%";
"25.3.2010;68.442;-0,68%";
"25.3.2009;41.799;0,78%";
"25.3.2008;61.234;2,38%";
"25.3.2004;21.000;0,07%";
"25.3.2003;11.232;1,62%";
"25.3.2002;13.278;-0,26%";
"25.3.1999;10.937;4,87%";
"25.3.1998;11.756;-1,25%";
"25.3.1997;9.380;0,56%";
"25.3.1996;5.032;-0,38%";
"25.2.2022;113.142;1,39%";
"25.2.2021;112.256;-2,95%";
"25.2.2019;97.240;-0,66%";
"25.2.2016;41.888;-0,47%";
"25.2.2015;51.811;-0,12%";
"25.2.2014;46.716;-1,43%";
"25.2.2013;56.618;-0,14%";
"25.2.2011;66.903;-0,07%";
"25.2.2010;66.121;0,5%";
"25.2.2009;38.232;-1,25%";
"25.2.2008;65.001;0,61%";
"25.2.2005;28.425;-0,04%";
"25.2.2004;21.609;1,27%";
"25.2.2003;10.192;-0,6%";
"25.2.2002;13.978;3,06%";
"25.2.2000;17.787;0,06%";
"25.2.1999;8.674;-3,12%";
"25.2.1998;10.546;2,2%";
"25.2.1997;9.149;2,12%";
"25.1.2023;114.270;1,1%";
"25.1.2022;110.204;2,1%";
"24.11.2023;125.517;-0,84%";
"24.11.2022;111.831;2,75%";
"24.11.2021;104.514;0,83%";
"24.11.2020;109.786;2,24%";
"24.11.2017;74.157;-0,44%";
"24.11.2016;61.396;-0,95%";
"24.11.2015;48.284;0,28%";
"24.11.2014;55.407;-1,21%";
